frame_id,avg_flow_magnitude,avg_flow_direction,flow_magnitude_std_dev,flow_angle_std_dev
frame_00016,0.0,0.0,0.0,0.0
frame_00017,8.414402961730957,192.49139404296875,9.730217933654785,102.13441467285156
frame_00018,8.796956062316895,185.3975372314453,9.410590171813965,99.90144348144531
frame_00019,8.664569854736328,172.5917205810547,8.19365406036377,103.88347625732422
frame_00020,10.096151351928711,173.0833282470703,11.0927095413208,104.26300811767578
frame_00021,9.297100067138672,178.63978576660156,8.756057739257812,105.21177673339844
frame_00022,9.527592658996582,181.65261840820312,9.161670684814453,107.9323501586914
frame_00023,8.479681968688965,186.26576232910156,9.054702758789062,104.03656768798828
frame_00024,7.413510799407959,180.63633728027344,8.51805305480957,107.49359130859375
frame_00025,9.734508514404297,185.73565673828125,12.058897018432617,100.38732147216797
frame_00026,11.028731346130371,191.77365112304688,11.195219039916992,96.76255798339844
frame_00027,12.994715690612793,184.76327514648438,11.923050880432129,108.07820892333984
frame_00028,14.740181922912598,180.6687469482422,13.76121711730957,105.23033142089844
frame_00029,6.320357799530029,106.54229736328125,6.6904168128967285,58.225711822509766
frame_00030,0.4688607454299927,185.22613525390625,2.04259991645813,104.66799926757812
frame_00031,1.1932432651519775,211.8402862548828,3.9020230770111084,99.15973663330078
frame_00032,1.1811091899871826,170.3970184326172,4.632546901702881,107.69202423095703
frame_00033,3.0391666889190674,94.22247314453125,3.5819056034088135,39.72297668457031
frame_00034,10.761624336242676,114.32659149169922,11.616890907287598,81.41856384277344
frame_00035,12.962268829345703,175.08389282226562,11.199034690856934,104.98397064208984
frame_00036,15.21908950805664,166.576171875,13.5809326171875,108.55648803710938
frame_00037,12.478591918945312,180.51406860351562,10.518806457519531,101.74811553955078
frame_00038,15.75085735321045,185.093017578125,17.69678497314453,108.43416595458984
frame_00039,12.734488487243652,186.91419982910156,16.153278350830078,107.70472717285156
frame_00040,9.893054962158203,167.59249877929688,11.887846946716309,107.64720916748047
frame_00041,8.9384183883667,157.0226593017578,9.643571853637695,99.65813446044922
frame_00042,8.700679779052734,189.70883178710938,9.603519439697266,100.65133666992188
frame_00043,9.335945129394531,173.05496215820312,9.806449890136719,103.9494857788086
frame_00044,9.313742637634277,191.52932739257812,9.593745231628418,101.77468872070312
frame_00045,8.111059188842773,179.6697235107422,10.088607788085938,112.57533264160156
frame_00046,8.132702827453613,205.63079833984375,9.139561653137207,103.02457427978516
frame_00047,8.516968727111816,173.3535919189453,9.329561233520508,105.7417984008789
frame_00048,8.663280487060547,191.0471954345703,9.455108642578125,101.08272552490234
frame_00049,10.146695137023926,176.8729705810547,11.819297790527344,107.26378631591797
frame_00050,8.686436653137207,188.32798767089844,9.125154495239258,102.76901245117188
frame_00051,8.110282897949219,177.54638671875,8.99586296081543,109.60930633544922
frame_00052,8.852819442749023,187.2652130126953,11.923253059387207,99.48773956298828
frame_00053,9.938251495361328,160.75350952148438,10.107501029968262,104.09111785888672
frame_00054,13.969367980957031,197.64407348632812,13.749658584594727,95.57091522216797
frame_00055,17.422279357910156,157.63308715820312,17.312009811401367,97.28958129882812
frame_00056,9.344762802124023,134.44412231445312,12.564837455749512,92.14225006103516
frame_00057,0.2853204905986786,110.7811508178711,0.3400990068912506,79.29336547851562
