frame_id,num_total_objects,avg_confidence,min_confidence,scene_diversity_score,total_object_area_ratio,max_box_area,num_large_objects,num_vehicles,num_vrus,log_vehicle_to_vru_ratio,is_vru_present,num_anomalous_static,is_anomalous_static_object_present,num_objects_in_center_lane,avg_y_center_of_vehicles
frame_00992,6.0,0.6730664571126302,0.2521183490753174,1.0,0.04893559609639365,0.019616361478332678,0.0,6.0,0.0,15.607270193858982,0.0,0.0,0.0,3.0,0.5504000385602316
frame_00993,7.0,0.6839015313557216,0.2951352596282959,1.0,0.1532637120945265,0.07728617647468639,0.0,7.0,0.0,15.76142084987672,0.0,0.0,0.0,4.0,0.5674147350447518
frame_00994,4.0,0.7092080786824226,0.436861127614975,1.0,0.049281750853201495,0.04230693624093851,0.0,4.0,0.0,15.201805169084134,0.0,0.0,0.0,2.0,0.5550746470689774
frame_00995,5.0,0.5652285933494567,0.3254987895488739,2.0,0.01186661050171435,0.0053247463297229625,0.0,4.0,0.0,15.201805169084134,0.0,0.0,0.0,3.0,0.5450783669948578
frame_00996,5.0,0.6438450515270233,0.3325190842151642,1.0,0.021970591508721674,0.015408734842090599,0.0,5.0,0.0,15.424948670398354,0.0,0.0,0.0,3.0,0.5379350662231446
frame_00997,5.0,0.6074881255626678,0.2577468156814575,1.0,0.03989416704738895,0.0313071822054809,0.0,5.0,0.0,15.424948670398354,0.0,0.0,0.0,3.0,0.5699851036071777
frame_00998,5.0,0.5347841858863831,0.264386922121048,1.0,0.020132866483342997,0.010106133321273525,0.0,5.0,0.0,15.424948670398354,0.0,0.0,0.0,4.0,0.5624613761901855
frame_00999,9.0,0.5664254062705569,0.2781210243701935,2.0,0.11794744124942809,0.041835345893566966,0.0,8.0,0.0,15.894952224644102,0.0,1.0,1.0,3.0,0.5602385848760605
frame_01000,9.0,0.5675389700465732,0.35904714465141296,3.0,0.032686288579671485,0.020258735613740697,0.0,5.0,1.0,1.7917586358952078,1.0,0.0,0.0,2.0,0.5676744699478149
frame_01001,9.0,0.5117192897531722,0.2519572675228119,3.0,0.036455108448399276,0.011009056458009203,0.0,7.0,1.0,2.0794406666803282,1.0,0.0,0.0,1.0,0.5438949338027409
frame_01002,8.0,0.5988156981766224,0.258258193731308,3.0,0.07042248406083161,0.023131443651303485,0.0,4.0,2.0,1.0986119553348874,1.0,0.0,0.0,0.0,0.6258043944835663
frame_01003,17.0,0.4992770570165971,0.25532805919647217,2.0,0.1009968224922227,0.021570881724123803,0.0,16.0,1.0,2.833212402880244,1.0,0.0,0.0,3.0,0.5966166406869888
frame_01004,14.0,0.5666557124682835,0.27169305086135864,1.0,0.17434611270625153,0.06406309566763557,0.0,14.0,0.0,16.454567959008102,0.0,0.0,0.0,3.0,0.5871047079563141
frame_01005,17.0,0.5048896705403048,0.251161128282547,1.0,0.18868132999260118,0.06057569815184749,0.0,17.0,0.0,16.648723960844016,0.0,0.0,0.0,5.0,0.57536579580868
frame_01006,16.0,0.5305366963148117,0.25255683064460754,2.0,0.21445511964701855,0.056962205036072966,0.0,16.0,0.0,16.588099342704055,0.0,0.0,0.0,3.0,0.5723296366631985
