frame_id,anomaly_score
frame_00705,-0.037904124804051975
frame_01861,-0.03801118571188289
frame_01735,-0.038082050669520195
frame_01811,-0.03808737476690299
frame_00302,-0.038093281463458806
frame_01370,-0.03818458513367512
frame_00479,-0.03818708614082961
frame_01863,-0.0382352391348898
frame_01527,-0.03827512126246485
frame_01438,-0.038292912693194514
frame_00885,-0.03830313193000767
frame_01549,-0.03831688069504713
frame_01489,-0.03837144729105779
frame_00883,-0.038398581392581455
frame_01235,-0.038415854350627554
frame_00307,-0.03851522675128799
frame_00470,-0.03852277268651921
frame_01906,-0.03859644692145142
frame_00411,-0.038638997491909965
frame_00718,-0.03865331417047574
frame_00901,-0.03867327800044129
frame_01460,-0.03886450223912136
frame_00435,-0.038899686485659724
frame_01278,-0.038961369179594085
frame_01913,-0.038992592961350936
frame_01830,-0.039007759974545475
frame_01905,-0.03900996471588747
frame_00952,-0.03904463267347402
frame_01855,-0.03904664043399381
frame_01775,-0.0390751156610778
frame_01860,-0.03916026816973933
frame_01433,-0.03926374897574869
frame_00442,-0.03928207020313823
frame_01824,-0.03948309482668744
frame_00103,-0.039807352465372925
frame_00303,-0.03981341981381559
frame_01854,-0.03988667174145055
frame_00364,-0.03994251980092994
frame_00398,-0.03995873653679599
frame_01444,-0.039967947678088644
frame_01880,-0.039996272233078445
frame_01964,-0.04009674188359075
frame_01910,-0.0400985845505864
frame_00451,-0.04010599802083814
frame_00471,-0.040129631484065675
frame_01368,-0.040168604686929954
frame_01727,-0.040241737385332044
frame_00704,-0.040258483996222116
frame_00483,-0.04044448797609568
frame_00120,-0.04045577450085258
frame_01841,-0.04051985631072702
frame_01112,-0.040532941147568835
frame_00446,-0.04060137550210585
frame_00376,-0.0406336388578325
frame_00861,-0.04065637212903189
frame_01848,-0.040797924900003724
frame_00501,-0.04081172037544134
frame_00128,-0.04082714202803356
frame_01966,-0.040838126093614535
frame_00404,-0.04084229759382152
frame_01110,-0.04086662603983143
frame_00734,-0.040905188707710816
frame_00147,-0.04100557193327703
frame_00419,-0.04103892789889396
frame_00472,-0.041113229611203894
frame_00369,-0.04116123476055766
frame_01872,-0.04117520688469384
frame_01482,-0.04118838670108915
frame_01067,-0.041203129126171245
frame_01773,-0.04124887931781107
frame_01506,-0.041284536073237954
frame_00506,-0.04134892414367325
frame_00416,-0.04143967141363358
frame_01924,-0.04145758604825689
frame_00348,-0.04152293328323953
frame_02001,-0.041668860851972855
frame_00464,-0.04169312782457013
frame_00469,-0.04174482007327257
frame_01879,-0.04189134476020878
frame_00421,-0.04194396590691862
frame_01009,-0.041959677342388535
frame_01369,-0.04197796439749063
frame_00608,-0.0421006992796058
frame_00387,-0.04230068535349707
frame_01328,-0.04233277646210637
frame_00289,-0.04236464877386126
frame_01500,-0.04237711461497523
frame_01363,-0.04242056596671706
frame_01189,-0.04242632840311872
frame_01483,-0.042523559108620435
frame_02052,-0.04254409304491308
frame_01309,-0.04265954011019074
frame_00519,-0.04274679189237146
frame_01209,-0.042751654614897494
frame_01327,-0.04277681508239173
frame_02036,-0.04283666991820939
frame_00494,-0.04289356761110541
frame_00407,-0.042936182030309133
frame_01507,-0.042942177270692605
frame_00448,-0.04296452631716147
frame_00875,-0.04301976805425761
frame_01329,-0.04311986429049319
frame_01810,-0.043220005491429625
frame_00511,-0.043252438597476184
frame_00576,-0.0432647400966612
frame_00528,-0.04331004781309061
frame_02021,-0.04352616193296943
frame_00406,-0.04365899768665893
frame_00481,-0.043701212395567235
frame_01777,-0.043758945212253986
frame_01798,-0.04382363021270608
frame_00953,-0.043827015387258195
frame_00367,-0.04385547632763109
frame_01334,-0.043862060082471066
frame_01331,-0.04397252519243533
frame_00467,-0.04397532787478381
frame_01066,-0.043999757429119324
frame_01501,-0.04402411467639761
frame_00478,-0.04408161868598448
frame_01332,-0.04414089965872997
frame_01356,-0.04416834214609927
frame_01253,-0.04417121893390652
frame_00278,-0.04424907287500068
frame_00048,-0.04427979064991411
frame_01802,-0.04441888338115363
frame_00475,-0.04455505827543593
frame_01316,-0.04458683752921333
frame_00512,-0.04461019232912161
frame_00527,-0.04462061903148817
frame_01012,-0.04462928734582683
frame_00465,-0.044647337784535224
frame_00566,-0.04466907492803884
frame_01011,-0.04473874280559176
frame_00365,-0.04483150112501855
frame_00427,-0.044873879074934286
frame_00177,-0.044931709037874856
frame_01736,-0.04499746655898196
frame_01333,-0.04501011644129116
frame_01205,-0.04504476255631401
frame_02051,-0.04505665025852318
frame_01504,-0.0451455366927907
frame_01274,-0.04519394303939567
frame_00474,-0.04522816089398923
frame_01366,-0.04523804269324477
frame_01254,-0.045308307546254145
frame_01315,-0.045435705939333826
frame_00461,-0.04544072897033241
frame_00368,-0.04550731344635306
frame_01792,-0.04553126135682062
frame_01087,-0.0455496648300881
frame_00083,-0.04555157333993659
frame_00023,-0.045579300291587355
frame_01232,-0.0456004503335119
frame_01988,-0.04565627721671922
frame_00476,-0.04571477582953842
frame_01873,-0.04584503140689855
frame_01367,-0.045880906824158796
frame_00434,-0.04594912470881313
frame_01263,-0.04597015083632022
frame_01829,-0.04601175722961037
frame_01749,-0.04603965508101138
frame_01616,-0.046091237648691996
frame_01430,-0.046096781533314424
frame_01436,-0.04613262715595068
frame_01006,-0.04616874813749844
frame_00458,-0.04617492477276053
frame_00026,-0.04619490163279599
frame_00459,-0.046231919939511756
frame_00443,-0.04638196606675127
frame_00111,-0.04640801449409271
frame_01586,-0.04641263152007724
frame_01465,-0.04646745691720022
frame_01961,-0.04646786719588658
frame_01335,-0.04654255551074693
frame_00436,-0.046568788138473705
frame_00879,-0.04667262857763482
frame_01820,-0.04674472176728117
frame_00463,-0.04688157609877086
frame_01203,-0.04691449905059436
frame_01497,-0.046968019346864065
frame_02010,-0.047122811651908625
frame_01584,-0.047151848746562475
frame_01271,-0.047173554968003295
frame_00895,-0.04725016619274608
frame_00504,-0.04729380643665182
frame_01207,-0.047313522106489425
frame_01738,-0.04742646563871694
frame_00287,-0.0474986092189309
frame_01917,-0.04754191315523376
frame_01005,-0.04754543239946446
frame_00507,-0.04761522914213001
frame_00361,-0.047619044796986976
frame_00437,-0.047683352946573054
frame_01082,-0.04770882173625235
frame_00717,-0.047737122225754824
frame_01088,-0.047803825005199085
frame_00444,-0.04786596378364916
frame_01077,-0.047887506545300884
frame_01831,-0.047921359514336126
frame_00966,-0.04797105823859399
frame_01642,-0.0480137333831227
frame_00814,-0.04805663315666531
frame_00510,-0.04816589029129903
frame_00575,-0.04821460312329956
frame_00454,-0.048216315713501934
frame_01757,-0.04823422583314635
frame_00069,-0.04823807274315506
frame_01266,-0.04828993691551842
frame_00477,-0.04831833664902674
frame_00468,-0.04833942502090388
frame_00095,-0.04834126287582019
frame_02041,-0.04834515803582601
frame_01229,-0.04841174983945562
frame_01926,-0.04845078669584041
frame_00403,-0.0484940236088196
frame_00503,-0.0484986718007549
frame_01096,-0.04851011092187618
frame_01806,-0.04854479672946033
frame_01222,-0.04857535137430302
frame_00431,-0.0486022538032273
frame_00466,-0.048624540040593744
frame_00449,-0.04864560892767522
frame_01999,-0.048664839310618935
frame_00482,-0.04867769520169768
frame_00736,-0.04883868988312173
frame_00890,-0.04885153483456384
frame_01259,-0.048944569490349754
frame_01426,-0.048956367122783395
frame_01079,-0.048957058348051696
frame_01119,-0.04895835312122376
frame_02032,-0.04900723674899049
frame_00976,-0.04906428550079789
frame_01998,-0.04914775001227528
frame_00903,-0.04917467375159301
frame_01325,-0.04921451643383418
frame_01789,-0.049268490036684875
frame_00880,-0.04926857776688931
frame_01434,-0.0492746560082814
frame_00902,-0.04929210122113081
frame_01878,-0.049356967495378434
frame_00370,-0.04935946676238673
frame_01000,-0.0494032916923236
frame_00893,-0.04941762479051137
frame_00982,-0.04949945390613786
frame_01291,-0.04952455270785866
frame_01914,-0.04957598035891253
frame_01308,-0.04959924765654322
frame_00460,-0.04965097579741157
frame_01478,-0.04967621797021188
frame_02045,-0.04969553845722435
frame_01857,-0.04970232833915267
frame_00531,-0.04973158914688958
frame_01814,-0.049768609751032755
frame_00609,-0.04979977563564597
frame_01577,-0.04982625029982635
frame_01875,-0.04983832964471191
frame_01093,-0.04987716012428106
frame_02049,-0.04994426385500372
frame_00375,-0.050032791727070536
frame_00279,-0.05007007154663451
frame_00971,-0.0501055532469995
frame_01211,-0.050114980151169164
frame_01092,-0.05014850092663542
frame_00584,-0.050191405876163
frame_00480,-0.05022963755097176
frame_01323,-0.05025126250416123
frame_01818,-0.050303549420354976
frame_01874,-0.05031931889376734
frame_01858,-0.05036488242354037
frame_00447,-0.0504016196898569
frame_01194,-0.050426261869116695
frame_01039,-0.0504276158862319
frame_01929,-0.05051547521756422
frame_01247,-0.050543969954557844
frame_00415,-0.050546044098225607
frame_01091,-0.050610151950190085
frame_01772,-0.05066385967436793
frame_01176,-0.050698310502038546
frame_01985,-0.05072022326669712
frame_00395,-0.05081760201242719
frame_00386,-0.05081973591018646
frame_01780,-0.05083935792155897
frame_00486,-0.05088401590511232
frame_01567,-0.050894168808454654
frame_01702,-0.050901351251160465
frame_01336,-0.05090867602397964
frame_01095,-0.05091944715260749
frame_01219,-0.05093038945294365
frame_00866,-0.050993638187307844
frame_00862,-0.05103844505140648
frame_01853,-0.051041961383079204
frame_02023,-0.05105296129963427
frame_01187,-0.05122147546589173
frame_01127,-0.05129947034079485
frame_01968,-0.051318369779728035
frame_01703,-0.051381651222851044
frame_00378,-0.05138903315602927
frame_01303,-0.05142438512003
frame_00174,-0.05145432227911356
frame_00863,-0.05151442645060056
frame_00978,-0.051532130283991506
frame_02050,-0.051535283661249376
frame_01724,-0.051539411158859016
frame_00432,-0.05166315246954839
frame_00508,-0.05180003407130307
frame_01185,-0.05181377703414963
frame_00175,-0.051817845053128975
frame_01884,-0.05181877226593318
frame_01728,-0.05185195119419633
frame_01686,-0.05186456434905856
frame_01090,-0.05188414206513442
frame_00455,-0.05191878010355694
frame_01324,-0.05194336721607623
frame_01130,-0.05194694436865993
frame_00664,-0.05200228233756704
frame_01083,-0.05204950043470624
frame_01297,-0.0521172606551083
frame_02033,-0.05214232091227
frame_01774,-0.05217766297890797
frame_00954,-0.05218335535029489
frame_00041,-0.052268866609853415
frame_02056,-0.05227975587506495
frame_01437,-0.05239440867385303
frame_00487,-0.05240444157680374
frame_01078,-0.05247990475586678
frame_00353,-0.052548368731353434
frame_00977,-0.05257930087142365
frame_00452,-0.05260669893653819
frame_00873,-0.052623114962333795
frame_00366,-0.05266954954454145
frame_01085,-0.052708167840763154
frame_01530,-0.05272176488643643
frame_01795,-0.05275512497954976
frame_00076,-0.05281975180262738
frame_00092,-0.05299305300254903
frame_00094,-0.05310735080419138
frame_00429,-0.05314768237358841
frame_01080,-0.05315132866331357
frame_00526,-0.05316728731998527
frame_01578,-0.053207322372225196
frame_01076,-0.05323487643458141
frame_00980,-0.053241180938292
frame_01447,-0.05335668877939115
frame_00499,-0.053462729296295086
frame_00384,-0.053492217540972775
frame_00438,-0.053586609622206405
frame_00119,-0.053627480594329646
frame_00728,-0.05368298601536586
frame_01877,-0.05369241583775486
frame_00648,-0.053693524522496816
frame_00450,-0.05369990960388654
frame_01008,-0.05377542711784927
frame_01832,-0.05380757922986873
frame_00155,-0.05384496318643106
frame_00724,-0.053887367140823705
frame_01249,-0.053985821333801254
frame_01429,-0.054062947522327376
frame_00230,-0.05409483173612545
frame_01807,-0.05410644642073559
frame_01833,-0.05412439754986553
frame_00606,-0.054167141510664873
frame_00456,-0.05416861073051432
frame_00457,-0.05417227987712464
frame_01217,-0.05425480044557729
frame_01871,-0.054323512004464
frame_01797,-0.05450517773434427
frame_00071,-0.054529384711760054
frame_01277,-0.054540055243067376
frame_01481,-0.05456778290639597
frame_01796,-0.05465919237448891
frame_01566,-0.05466460371308063
frame_01980,-0.054823969071517764
frame_01014,-0.05482689508836691
frame_01081,-0.054869746720859425
frame_00402,-0.05488161810441722
frame_00878,-0.05493843730256692
frame_01828,-0.05497606000259547
frame_00546,-0.054992873154152855
frame_00602,-0.0551648653218203
frame_01241,-0.05516767011581053
frame_00284,-0.05517238342813968
frame_00330,-0.05520685136091741
frame_01007,-0.055214692553834877
frame_01215,-0.055316749265118315
frame_00581,-0.055333127648942326
frame_01314,-0.05535582168454495
frame_01856,-0.05538883688249269
frame_00867,-0.05543384256029843
frame_00017,-0.055445245760049
frame_00358,-0.05544730932739239
frame_00981,-0.05547128687252845
frame_00088,-0.05547611225172683
frame_00453,-0.05550341508215445
frame_01851,-0.0555371419998239
frame_00077,-0.05555678056496899
frame_00899,-0.05556575175952566
frame_00518,-0.05556704031893944
frame_01117,-0.05557459188924002
frame_01001,-0.05566105570260638
frame_01930,-0.05577426008184533
frame_01615,-0.05577912582029737
frame_00127,-0.055785348631807063
frame_00733,-0.055813774133985694
frame_02047,-0.055925703037402186
frame_00359,-0.055937814262891905
frame_00979,-0.0560357158050781
frame_01223,-0.05606574395632935
frame_01004,-0.056105893441032284
frame_01250,-0.05616335033421965
frame_00599,-0.05619500389644638
frame_01084,-0.05620308775920574
frame_00019,-0.056247311938086464
frame_01125,-0.05626991305264256
frame_01248,-0.056279426669792354
frame_01075,-0.05628133789989731
frame_01475,-0.05630555551801858
frame_01484,-0.05630964855770543
frame_00484,-0.05633677424674893
frame_01840,-0.05642291679921069
frame_01790,-0.056426473043133585
frame_00869,-0.05666867633768269
frame_01086,-0.05673235865723597
frame_01452,-0.05674745462494368
frame_01845,-0.05676069770969888
frame_00523,-0.05676999533990268
frame_00297,-0.05684453433968062
frame_00232,-0.05687172921363709
frame_00502,-0.056874821137488485
frame_01788,-0.056876031950394756
frame_00607,-0.056898120919446404
frame_01681,-0.05689894639168663
frame_00710,-0.05693033549881643
frame_02034,-0.0569413026266638
frame_01846,-0.056958914169760344
frame_01244,-0.057019622399835435
frame_00091,-0.0570445703633512
frame_00970,-0.05709040564361978
frame_00311,-0.05712207540168779
frame_01618,-0.05717335084373776
frame_01885,-0.05718970578905769
frame_01925,-0.05719944153937523
frame_00039,-0.05720246630258463
frame_00967,-0.057206077955463674
frame_00441,-0.05722705081464419
frame_00589,-0.05726185211164009
frame_00089,-0.05730909635789838
frame_00090,-0.057343197731327566
frame_00675,-0.0573797966232073
frame_00346,-0.057411599017732684
frame_01220,-0.0574765704556357
frame_01575,-0.05750840078075564
frame_00610,-0.0575514817985886
frame_00604,-0.057555234122994736
frame_01234,-0.05756978366165394
frame_00040,-0.05759936825082562
frame_00426,-0.05763650795321079
frame_00569,-0.05768357858590101
frame_01099,-0.05779090284350075
frame_01312,-0.05783104683097329
frame_01755,-0.05785192431837721
frame_01319,-0.05785630301998923
frame_01461,-0.05787228204794831
frame_01737,-0.05787403609806813
frame_00146,-0.05788492940897455
frame_01722,-0.05793898250202456
frame_02017,-0.05796192696861929
frame_01701,-0.05796936928717977
frame_01805,-0.05797857406155177
frame_00864,-0.05799020068992672
frame_00445,-0.05799620570749092
frame_01725,-0.05800924114432526
frame_01916,-0.05801985456024866
frame_00540,-0.058059168538648676
frame_00428,-0.0580919862830484
frame_01751,-0.05811381912263314
frame_01555,-0.058118476453685064
frame_01673,-0.058176604014482325
frame_01243,-0.05818734571060008
frame_00560,-0.0581970090812276
frame_01240,-0.058283761887259034
frame_01804,-0.05829997042302815
frame_01989,-0.05835526980799427
frame_01094,-0.05838905726455351
frame_00892,-0.058389912766166674
frame_01823,-0.058457332966900866
frame_01183,-0.058457358058905784
frame_01073,-0.05845797068108588
frame_00663,-0.05847300123272592
frame_01302,-0.058481305315281173
frame_00547,-0.058481787548717745
frame_00522,-0.058529467458514395
frame_02037,-0.05856525831485443
frame_01859,-0.058591351440876405
frame_01286,-0.058681687181347975
